"ID","title","abstract","authors","date","category","doi","version","author_corresponding","author_corresponding_institution","link_page","link_pdf","license","published","data_avail","decision"
111,"Redefining typhoid diagnosis: what would an improved test need to look like?","Introduction: Typhoid fever is one of the most common bacterial causes of acute febrile illness in the developing world, with an estimated 10.9 million new cases and 116.8 thousand deaths in 2017. Typhoid point-of-care (POC) diagnostic tests are widely used but have poor sensitivity and specificity, resulting in antibiotic overuse that has led to the emergence and spread of multidrug resistant strains. With recent advances in typhoid surveillance and detection, this is the ideal time to produce a target product profile (TPP) that guides product development and ensure that a next-generation test meets the needs of users in the resource-limited settings where typhoid is endemic. Methods: A structured literature review was conducted to develop a draft TPP for a next-generation typhoid diagnostic test with minimal and optimal desired characteristics for 36 test parameters. The TPP was refined using feedback collected from a Delphi survey of key stakeholders in clinical medicine, microbiology, diagnostics and public and global health. Results: A next-generation typhoid diagnostic test should improve patient management through the diagnosis and treatment of infection with acute Salmonella enterica serovars Typhi or Paratyphi with a sensitivity [&ge;]90% and specificity [&ge;]95%. The test would ideally be used at the lowest level of the healthcare system in settings without a reliable power or water supply and provide results in less than 15 minutes at a cost of <$1.00 USD. Conclusion: This report outlines the first comprehensive TPP for typhoid fever and is intended to guide the development of a next-generation typhoid diagnostic test. An accurate POC test will reduce the morbidity and mortality of typhoid fever through rapid diagnosis and treatment and will have the greatest impact in reducing antimicrobial resistance if it is combined with diagnostics for other causes of acute febrile illness in a treatment algorithm.","Mather, R.; Hopkins, H.; Parry, C.; Dittrich, S.",20190714,"Infectious Diseases","10.1101/19001958",1,"Richard Mather","London School of Hygiene and Tropical Medicine","https://www.medrxiv.org/content/10.1101/19001958v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001958v1.full.pdf","cc_by","10.1136/bmjgh-2019-001831","All data can be made available.",9
114,"Earliest infections predict the age distribution of seasonal influenza A cases","Seasonal variation in the age distribution of influenza A cases suggests that factors other than age shape susceptibility to medically attended infection. We ask whether these differences can be partly explained by protection conferred by childhood influenza infection, which has lasting impacts on immune responses to influenza and protection against new influenza A subtypes (phenomena known as original antigenic sin and immune imprinting). Fitting a statistical model to data from studies of influenza vaccine effectiveness (VE), we find that primary infection appears to reduce the risk of medically attended infection with that subtype throughout life. This effect is stronger for H1N1 compared to H3N2. Additionally, we find evidence that VE varies with both age and birth year, suggesting that VE is sensitive to early exposures. Our findings may improve estimates of age-specific risk and VE in similarly vaccinated populations and thus improve forecasting and vaccination strategies to combat seasonal influenza.","Arevalo, P.; Mclean, H. Q.; Belongia, E. A.; Cobey, S.",20200329,"Epidemiology","10.1101/19001875",3,"Philip Arevalo","Department of Ecology and Evolution, Univeristy of Chicago","https://www.medrxiv.org/content/10.1101/19001875v3?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001875v3.full.pdf","cc_by_nc_nd",NA,"Data for this study are available at www.github.com/cobeylab/FluAImprinting https://github.com/cobeylab/FluAImprinting",6
115,"Ethnicity and Acculturation: Asian American Substance Use from Early Adolescence to Mature Adulthood","Research on Asian American substance use has, to date, been limited by monolithic conceptions of Asian identity, inadequate attention to acculturative process, and a disproportionate focus on the adolescent developmental period. This study addresses these limitations by longitudinally investigating disparities in substance use, including tobacco, alcohol, cannabis, and a range of illicit drugs, from early adolescence (~15) into mature adulthood (~40) using five waves of the National Longitudinal Study of Adolescent to Adult Health (Add Health). Ample statistical power (Asian N=1583, obs=7915) allowed disaggregated study of the most populous Asian American ethnic groups including Chinese, Filipino, Korean, Vietnamese, Asian Indian, and Japanese, as well as subjects identifying as multiple Asian ethnicities (i.e., multiethnic) and multiracial Asians. The potential mediating role of acculturative factors (e.g., nativity, parental nativity, familial language use) on the observed ethnic disparities was also examined. Results indicate significant variation across Asian ethnicities, with the lowest probability of substance use among Chinese and Vietnamese, and the highest among multiethnic and multiracial Asians. Acculturative factors (e.g., English language use, nativity) were strongly associated with increased substance use, and mediated some, but not all, of the observed ethnic disparities. This study demonstrates how the model minority stereotype masks significant ethnic disparities in Asian American substance use and argues that a considerable proportion of the observed ethnic variation appears to be due to diverse family ties speeding transition toward US cultural norms, away from the relatively salubrious norms of Asian nations of origin.","Ahmmad, Z.; Adkins, D. E.",20190714,"Epidemiology","10.1101/19002048",1,"Daniel E Adkins","University of Utah","https://www.medrxiv.org/content/10.1101/19002048v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19002048v1.full.pdf","cc_no",NA,"This research uses data from Add Health, a program project directed by Kathleen Mullan Harris and designed by J. Richard Udry, Peter S. Bearman, and Kathleen Mullan Harris at the University of North Carolina at Chapel Hill, and funded by grant P01-HD31921 from the Eunice Kennedy Shriver National Institute of Child Health and Human Development, with cooperative funding from 23 other federal agencies and foundations. Special acknowledgment is due to Ronald R. Rindfuss and Barbara Entwisle for assistance in the original design. Information on how to obtain the Add Health data files is available on the Add Health website (http://www.cpc.unc.edu/addhealth). No direct support was received from grant P01-HD31921 for this analysis.",4
117,"Childhood immune imprinting to influenza A shapes birth year-specific risk during seasonal H1N1 and H3N2 epidemics","Across decades of co-circulation in humans, influenza A subtypes H1N1 and H3N2 have caused seasonal epidemics characterized by different age distributions of cases and mortality. H3N2 causes the majority of relatively severe, clinically attended cases in high-risk elderly cohorts, and the majority of overall deaths, whereas H1N1 causes fewer deaths overall, and cases shifted towards young and middle-aged adults. These contrasting age profiles may result from differences in childhood exposure to H1N1 and H3N2 or from differences in evolutionary rate between subtypes. Here we analyze a large epidemiological surveillance dataset to test whether childhood immune imprinting shapes seasonal influenza epidemiology, and if so, whether it acts primarily via immune memory of a particular influenza subtype or via broader immune memory that protects across subtypes. We also test the impact of evolutionary differences between influenza subtypes on age distributions of cases. Likelihood-based model comparison shows that narrow, within-subtype imprinting shapes seasonal influenza risk alongside age-specific risk factors. The data do not support a strong effect of evolutionary rate, or of broadly protective imprinting that acts across subtypes. Our findings emphasize that childhood exposures can imprint a lifelong immunological bias toward particular influenza subtypes, and that these cohort-specific biases shape epidemic age distributions. As a result, newer and less ""senior"" antibody responses acquired later in life do not provide the same strength of protection as responses imprinted in childhood. Finally, we project that the relatively low mortality burden of H1N1 may increase in the coming decades, as cohorts that lack H1N1-specific imprinting eventually reach old age.","Gostic, K. M.; Bridge, R.; Brady, S.; Viboud, C.; Worobey, M.; Lloyd-Smith, J. O.",20190926,"Epidemiology","10.1101/19001834",2,"Katelyn M Gostic","Dept. of Ecology and Evolutionary Biology, University of California, Los Angeles, Los Angeles, CA, USA","https://www.medrxiv.org/content/10.1101/19001834v2?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001834v2.full.pdf","cc_by","10.1371/journal.ppat.1008109","All data analyzed in this study, and all code necessary to perform analyses and generate figures, is freely available and archived in the Zenodo repository https://zenodo.org/badge/latestdoi/160883450. (Clearly labeled subdirectories contain the data). https://zenodo.org/badge/latestdoi/160883450",6
122,"Pain in clients attending a South African voluntary counselling and testing centre was frequent and extensive but did not depend on HIV status.","Background: The frequency of pain is reported to be high in people living with HIV (PLWH), but valid comparisons between PLWH and HIV-negative cohorts are rare. We investigated whether HIV infection influenced frequency and characteristics of pain in adults undergoing voluntary testing for HIV. Methods: Participants were recruited from a HIV voluntary counselling and testing (VCT) centre at the Chris Hani Baragwanath Academic Hospital, Soweto, South Africa. Pain was assessed using the Wisconsin Brief Pain Questionnaire. Depressive and anxiety symptomatology was determined using the Hopkins Symptom checklist-25. We then stratified by HIV status. Results: Data from 535 black South Africans were analysed: HIV-infected n=70, HIV uninfected n=465. Overall, frequency of pain was high with 59% (95%CI: 55; 63, n: 316/535) of participants reporting pain, with no difference related to HIV status: HIV-infected 50% (95% CI: 37; 61, n: 35/70), HIV-uninfected 60% (95%CI: 56; 65, n: 281/465). Pain intensity and number of pain sites were similar between the groups as were symptoms of anxiety and depression: mean HSCL-25 1.72 (95% CI 1.57; 1.87) HIV-infected participants and 1.68 (95% CI: 1.63; 1.73) HIV-uninfected participants. Univariate analysis showed female sex and greater depressive and anxiety symptomatology associated with having pain. In a conservative multivariable model, only depressive and anxiety symptomatology was retained in the model. Conclusion: The high frequency of pain found in both HIV infected and uninfected individuals presenting at a VCT centre was more likely to be associated with depression and anxiety, than with the presence or absence of HIV.","Wadley, A. L.; Lazarus, E.; Gray, G. E.; Mitchell, D.; Kamerman, P. R.",20190715,"Hiv Aids","10.1101/19001784",1,"Peter R Kamerman","University of the Witwatersrand","https://www.medrxiv.org/content/10.1101/19001784v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001784v1.full.pdf","cc_by",NA,"Study participants did not consent to the public release of their data. However, the data are available on request from Peter Kamerman (peter.kamerman@wits.ac.za or peter.kamerman@gmail.com). https://github.com/kamermanpr/HIV-pain-VCT.git",2
128,"Confounding adjustment performance of ordinal analysis methods in stroke studies","Background: In acute stroke studies, ordinal logistic regression (OLR) is often used to analyze outcome on the modified Rankin Scale (mRS), whereas the non-parametric Mann-Whitney measure of superiority (MWS) has also been suggested. It is unclear how these perform comparatively when confounding adjustment is warranted. Our aim is to quantify the performance of OLR and MWS in different confounding variable settings. Methods: We set up a simulation study with three different scenarios; (1) dichotomous confounding variables, (2) continuous confounding variables, and (3) confounding variable settings mimicking a study on functional outcome after stroke. We compared adjusted ordinal logistic regression (aOLR) and stratified Mann-Whitney measure of superiority (sMWS), and also used propensity scores to stratify the MWS (psMWS). For comparability, OLR estimates were transformed to a MWS. We report bias, the percentage of runs that produced a point estimate deviating by more than 0.05 points (point estimate variation), and the coverage probability. Results: In scenario 1, there was no bias in both sMWS and aOLR, with similar point estimate variation and coverage probabilities. In scenario 2, sMWS resulted in more bias (0.04 versus 0.00), and higher point estimate variation (41.6% versus 3.3%), whereas coverage probabilities were similar. In scenario 3, there was no bias in both methods, point estimate variation was higher in the sMWS (6.7%) versus aOLR (1.1%), and coverage probabilities were 0.98 (sMWS) versus 0.95 (aOLR). With psMWS, bias remained 0.00, with less point estimate variation (1.5%) and a coverage probability of 0.95. Conclusions: The bias of both adjustment methods was similar in our stroke simulation scenario, and the higher point estimate variation in the MWS improved with propensity score based stratification. The stratified MWS is a valid alternative for adjusted OLR only when the ratio of number of strata versus number of observations is relatively low, but propensity score based stratification extends the application range of the MWS.","Zonneveld, T. P.; Aigner, A.; Groenwold, R. H. H.; Algra, A.; Nederkoorn, P. J.; Grittner, U.; Kruyt, N. D.; Siegerink, B.",20190715,"Epidemiology","10.1101/19000943",1,"Bob Siegerink","Center for stroke research, Charité Universitätsmedizin, Berlin, Germany","https://www.medrxiv.org/content/10.1101/19000943v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19000943v1.full.pdf","cc_by_nc","10.1371/journal.pone.0231670","Code for the computer simulations is provided in the appendices.",1
129,"Early clinical markers of aggressive multiple sclerosis","Patients with the 'aggressive' form of MS accrue disability at an accelerated rate, typically reaching EDSS >= 6 within 10 years of symptom onset. Several clinicodemographic factors have been associated with aggressive MS, but less research has focused on clinical markers that are present in the first year of disease. The development of early predictive models of aggressive MS is essential to optimise treatment in this MS subtype. We evaluated whether patients who will develop severe MS can be identified based on early clinical markers, and to replicate this analysis in an independent cohort. Patient data were obtained from MSBase. Inclusion criteria were (a) first recorded disability score (EDSS) within 12 months of symptom onset, (b) at least 2 recorded EDSS scores, and (c) at least 10 years of observation time. Patients were classified as having 'aggressive MS' if they: (a) reached EDSS >= 6 within 10 years of symptom onset, (b) EDSS >=6 was confirmed and sustained over >=6 months, and (c) EDSS >=6 was sustained until the end of follow-up. Clinical predictors included patient variables (sex, age at onset, baseline EDSS, disease duration at first visit) and recorded relapses in the first 12 months since disease onset (count, pyramidal signs, bowel-bladder symptoms, cerebellar signs, incomplete relapse recovery, steroid administration, hospitalisation). Predictors were evaluated using Bayesian Model Averaging (BMA). Independent validation was performed using data from the Swedish MS Registry. Of the 2,403 patients identified, 145 were classified as having aggressive MS (6%). BMA identified three statistical predictors: age > 35 at symptom onset, EDSS >= 3 in the first year, and the presence of pyramidal signs in the first year. This model significantly predicted aggressive MS (AUC = .80, 95% CIs = .75, .84). The presence of all three signs was strongly predictive, with 32% of such patients meeting aggressive disease criteria. The absence of all three signs was associated with a 1.4% risk. Of the 556 eligible patients in the Swedish MS Registry cohort, 34 (6%) met criteria for aggressive MS. The combination of all three signs was also predictive in this cohort (AUC = .75, 95% CIs = .66, .84). Taken together, these findings suggest that older age at symptom onset, greater disability during the first year, and pyramidal signs in the first year are early indicators of aggressive MS.","Malpas, C. B.; Ali Manouchehrinia, A.; Sharmin, S.; Roos, I.; Horakova, D.; Havrdova, E. K.; Trojano, M.; Izquierdo, G.; Eichau, S.; Bergamaschi, R.; Sola, P.; Ferraro, D.; Lugaresi, A.; Prat, A.; Girard, M.; Duquette, P.; Grammond, P.; Grand'maison, F.; Ozakbas, S.; Van Pesch, V.; Granella, F.; Hupperts, R.; Pucci, E.; Boz, C.; Iuliano, G.; Sidhom, Y.; Gouider, R.; Spitaleri, D.; Butzkueven, H.; Soysal, A.; Petersen, T.; Verheul, F.; Karabudak, R.; Turkoglu, R.; Ramo-Tello, C.; Terzi, M.; Cristiano, E.; Slee, M.; Mccombe, P.; Macdonell, R.; Fragoso, Y.; Olascoaga, J.; Altintas, A.; Olsson, T",20190716,"Neurology","10.1101/19002063",1,"Tomas Kalincik","CORe Unit, Department of Medicine, University of Melbourne, Melbourne, Australia; Department of Neurology, Royal Melbourne Hospital, Melbourne, Australia","https://www.medrxiv.org/content/10.1101/19002063v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19002063v1.full.pdf","cc_by_nc_nd","10.1093/brain/awaa081","Data were obtained from the international MSBase cohort study. Information regarding data availability can be obtained at https://www.msbase.org/. https://www.msbase.org/",4
133,"The global scientific research response to the public health emergency of Zika virus infection","Background: Science studies have been a field of research for different knowledge areas and they have been successfully used to analyse the construction of scientific knowledge, practice and dissemination. In this study, we aimed to verify how the Zika epidemic has moulded scientific production worldwide analysing international collaboration and the knowledge landscape through time, research topics and country involvement. Methodology: We searched the Web of Science (WoS) for studies published up to 31st December 2018 on Zika using the search terms zika, zkv or zikv. We analysed the scientific production regarding which countries have published the most, on which topics, as well as country level collaboration. We performed a scientometric analysis of research on Zika focusing on knowledge mapping and the scientific research path over time and space. Findings: We found two well defined research areas divided into three subtopics accounting for six clusters. With regard to country analysis, the USA followed by Brazil were the leading countries in publications on Zika. China entered as a new player focusing on specific research areas. When we took into consideration the epidemics and reported cases, Brazil and France were the leading research countries on related topics. As for international collaboration, the USA followed by England and France stand out as the main hubs. The research areas most published included public health related topics from 2015 until the very beginning of 2016, followed by an increase in topics related to the clinical aspects of the disease in 2016 and the beginnings of laboratorial research in 2017/2018. Conclusions: Mapping the response to Zika, a public health emergency, demonstrated a clear pattern of the participation of countries in the scientific advances. The pattern of knowledge production found in this study represented the different perspectives and interests of countries based firstly on their level of exposure to the epidemic and secondly on their financial positions with regard to science.","Oliveira, J. F.; Pescarini, J. M.; Rodrigues, M. S.; Almeida, B. A.; Henriques, C. M. P.; Gouveia, F. C.; Rabello, E. T.; Matta, G. C.; Barreto, M. L.; Sampaio, R. B.",20190716,"Epidemiology","10.1101/19001313",1,"Ricardo Barros Sampaio","Centro de Integracao de Dados e Conhecimentos para Saude, Fiocruz, Salvador, Bahia, Brazil; Gerencia Regional de Brasilia, Fiocruz, Brasilia, Brazil","https://www.medrxiv.org/content/10.1101/19001313v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001313v1.full.pdf","cc_by_nc_nd","10.1371/journal.pone.0229790","All data are fully available without restriction.",9
146,"Maternal and child gluten intake and risk of type 1 diabetes: The Norwegian Mother and Child Cohort Study","OBJECTIVE: To examine the association between maternal and child gluten intake and risk of type 1 diabetes in children. DESIGN: Pregnancy cohort SETTING: Population-based, nation-wide study in Norway PARTICIPANTS: 86,306 children in The Norwegian Mother and Child Cohort Study born from 1999 through 2009, followed to April 15, 2018. MAIN OUTCOME MEASURES: Clinical type 1 diabetes, ascertained in a nation-wide childhood diabetes registry. Hazard ratios were estimated using Cox regression for the exposures maternal gluten intake up to week 22 of pregnancy and child's gluten intake when the child was 18 months old. RESULTS: During a mean follow-up of 12.3 years (range 0.7-16.0), 346 children (0.4%) developed type 1 diabetes (incidence rate 32.6 per 100,000 person-years). The average gluten intake was 13.6 grams/day for mothers during pregnancy, and 8.8 grams/day for the child at 18 months of age. Maternal gluten intake in mid-pregnancy was not associated with the development of type 1 diabetes in the child (adjusted hazard ratio 1.02 (95% confidence interval 0.73 to 1.43) per 10 grams/day increase in gluten intake). However, the child's gluten intake at 18 months of age was associated with an increased risk of later developing type 1 diabetes (adjusted hazard ratio 1.46 (95% confidence interval 1.06 to 2.01) per 10 grams/day increase in gluten intake). CONCLUSIONS: This study suggests that the child's gluten intake at 18 months of age, and not the maternal intake during pregnancy, could increase the risk of type 1 diabetes in the child.","Lund-Blix, N. A.; Tapia, G.; Marild, K.; Brantsaeter, A. L.; Njolstad, P. R.; Joner, G.; Skrivarhaug, T.; Stordal, K.; Stene, L. C.",20190719,"Nutrition","10.1101/19001883",1,"Nicolai A Lund-Blix","Norwegian Institute of Public Health, and Oslo University Hospital","https://www.medrxiv.org/content/10.1101/19001883v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001883v1.full.pdf","cc_by_nc_nd",NA,"Codes for the statistical analyses are available upon request. Access to data can be obtained by sending an application to The Norwegian Mother and Child Cohort Study (E-mail: dataaccess@fhi.no, information website: https://www.fhi.no/en/op/data-access-from-health-registries-health-studies-and-biobanks/data-from-moba/moba-research-data-files/) https://www.fhi.no/en/op/data-access-from-health-registries-health-studies-and-biobanks/data-from-moba/moba-research-data-files/",4
147,"Association between myopia and peripapillary hyperreflective ovoid mass-like structures in children","Purpose: To investigate the characteristics of children with peripapillary hyperreflective ovoid mass-like structures (PHOMS) and evaluate the risk factors associated with PHOMS. Methods: This study included 132 eyes of 66 children with PHOMS and 92 eyes of 46 children without PHOMS (controls) who were assessed by disc enhanced depth image spectral-domain optical coherence tomography (OCT). Univariable and multivariable logistic analyses were performed to evaluate risk factors associated with the presence of PHOMS. Results: Among the 66 children with PHOMS, 53 patients (80.3%) had bilateral and 13 patients (19.7%) had unilateral PHOMS. The mean age of the PHOMS group was 11.7 {+/-} 2.6 years and 11.4 {+/-} 3.1 years in the control group. Mean spherical equivalent (SE) by cycloplegic refraction was -3.13 {+/-} 1.87 diopters (D) in the PHOMS group and -0.95 {+/-} 2.65 D in the control group. Mean astigmatism was 0.67 {+/-} 0.89 D and 0.88 {+/-} 1.02 D in the PHOMS group and the control group, respectively. Mean disc size was 1735 {+/-} 153  in the PHOMS group and 1741 {+/-} 190  in the control group. All eyes in PHOMS group had myopia of -0.50 D or less, except for an eye with +1.00 D. According to the univariable (odds ratio [OR] 1.59, P < 0.001) and multivariable (OR 2.00, P < 0.001) logistic regression analyses, SE decreased by 1 D was significantly associated with PHOMS. Conclusion: PHOMS is associated with myopic shift in children. Optic disc tilt may be a mediator between myopia and PHOMS.","Lyu, I. J.; Park, K.-A.; Oh, S. Y.",20190719,"Ophthalmology","10.1101/19001180",1,"Sei Yeul Oh","Samsung Medical Center, SungKyunkwan University, School of Medicine","https://www.medrxiv.org/content/10.1101/19001180v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001180v1.full.pdf","cc_no","10.1038/s41598-020-58829-3","Data are available upon request.",2
148,"Specific diagnostic method for St. Louis Encephalitis Virus using a non-structural protein as antigen.","St. Louis encephalitis virus (SLEV) is a mosquito-borne reemerging flavivirus in Argentina. It is currently necessary to develop specific serological tests that can efficiently discriminate the flaviviruses that circulate in our country. The immunoassays to diagnose SLEV lack specificity because they are based on the detection of structural viral proteins and the human immunoglobulins produced during infection against these proteins cross-react with other flaviviruses. Here, we describe an enzyme-immunoassay designed to detect human IgG antibodies specific to the viral nonstructural protein NS5. The results indicate that NS5 is a promising antigen useful to discriminate SLEV from other circulating flaviviruses.","Simari, M. B.; Goni, S. E.; Luppo, V. C.; Fabbri, C. M.; Arguelles, M. H.; Lozano, M. E.; Morales, M. A.; Iglesias, N. G.",20190719,"Epidemiology","10.1101/19002030",1,"Nestor Gabriel Iglesias","Universidad Nacional de Quilmes","https://www.medrxiv.org/content/10.1101/19002030v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19002030v1.full.pdf","cc_by_nc_nd","10.1099/jgv.0.001359","All data of this manuscript are available.",1
149,"Acute hepatitis C infection among adults with HIV in the Netherlands: a capture-recapture analysis","Background: Reliable surveillance systems are essential to assess the national response to eliminating hepatitis C virus (HCV), in the context of the global strategy towards eliminating viral hepatitis. Aim: We aimed to assess the completeness of the two national registries of acute HCV infection in people with HIV, and estimated the number of acute HCV infections among adults with HIV in the Netherlands. Methods: For 2003-2016, cases of HCV infection and reinfection among adults with a positive or unknown HIV-serostatus were identified in two national registries: the ATHENA cohort, and the National Registry for Notifiable Diseases. For 2013-2016, cases were linked, and two-way capture-recapture analysis was carried out. Results: During 2013-2016, there were an estimated 282 (95%CI: 264-301) acute HCV infections among adults with HIV. The addition of cases with an unknown HIV-serostatus increased the matches (from N=104 to N=129), and a subsequently increased the estimated total: 330 (95%CI: 309-351). Underreporting was estimated at 14-20%. Conclusion: In 2013-2016, up to 330 cases of acute HCV infection were estimated to have occurred among adults with HIV. National surveillance of acute HCV can be improved by increased notification of infections. Surveillance data should ideally include both acute and chronic HCV infections, and be able to distinguish between acute and chronic infections, and initial and reinfections.","Boender, T. S.; Op De Coul, E.; Arends, J.; Prins, M.; Van Der Valk, M.; Van Der Meer, J. T. M.; Van Benthem, B.; Reiss, P.; Smit, C.",20190719,"Epidemiology","10.1101/19002097",1,"T Sonia Boender","Stichting HIV Monitoring","https://www.medrxiv.org/content/10.1101/19002097v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19002097v1.full.pdf","cc_no",NA,"The data used in this study are confidential and would not be shared. The ATHENA cohort data are available on request at SHM; for more information: https://www.hiv-monitoring.nl/english/research/research-projects/research-proposal/.",7
152,"Sitagliptin decreases visceral fat and blood glucose in women with polycystic ovarian syndrome","Context: Women with polycystic ovarian syndrome (PCOS) have decreased growth hormone (GH), which can increase visceral adiposity (VAT) and impair vascular function. GH releasing hormone, a dipeptidyl peptidase-4 (DPP4) substrate, stimulates GH secretion. Objective: We tested the hypothesis that DPP4 inhibition increases GH and improves glucose levels and vascular function in women with PCOS. Methods: Eighteen women with PCOS participated in a double-blinded, cross-over study. They received sitagliptin 100 mg vs. placebo daily for one month separated by an eight-week washout. During each treatment, women underwent a 75-gram oral glucose tolerance test (OGTT), assessment of vascular function and body composition. Overnight GH secretion was assessed via venous sampling every 10 minutes for 12 hours and analyzed using an automated deconvolution algorithm. Results: During OGTT, sitagliptin increased GLP-1 (p<0.001), early insulin secretion (from mean insulinogenic index 1.9{+/-}1.2 (SD) to 3.2{+/-} 3.1; p=0.02) and decreased peak glucose (mean -17.2 mg/dL [95% CI -27.7, -6.6]; p<0.01). At one month, sitagliptin decreased VAT (from 1141.9{+/-}700.7 to 1055.1{+/-}710.1 g; p=0.02) but did not affect vascular function. Sitagliptin increased GH half-life (from 13.9{+/-}3.6 to 17.0{+/-}6.8 min, N=16; p=0.04) and interpulse interval (from 53.2{+/-}20.0 to 77.3{+/-}38.2 min, N=16; p<0.05) but did not increase mean overnight GH (p=0.92 vs. placebo). Conclusions: Sitagliptin decreased the maximal glucose response to OGTT and VAT. Sitagliptin did not increase overnight GH but increased GH half-life and the interpulse interval. Precis: Sitagliptin improved body composition and blood glucoses following oral glucose load in women with PCOS. Sitagliptin potentiated GH half-life but did not increase overnight GH levels.","Devin, J. K.; Wright, P.; Celedonio, J. E.; Nian, H.; Brown, N. J.",20190713,"Endocrinology","10.1101/19001685",1,"Jessica K. Devin","Vanderbilt University Medical Center","https://www.medrxiv.org/content/10.1101/19001685v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001685v1.full.pdf","cc_no","10.1210/clinem/dgz028","Data are available upon request.",2
158,"Modified Long-Axis In-Plane Ultrasound Technique Versus Conventional Palpation Technique For Radial Arterial Cannulation: A Prospective Randomized Controlled Trial","Background: A low first-pass success rate of radial artery cannulation was obtained when using the conventional palpation technique(C-PT) or ultrasound-guided techniques, we therefore evaluate the effect of a modified long-axis in-plane ultrasound technique (M-LAINUT) in guiding radial artery cannulation in adults. MethodsWe conducted a prospective, randomized and controlled clinical trial of 288 patients undergoing radial artery cannulation. Patients were randomized 1:1 to M-LAINUT or C-PT group at fujian medical university union hospital between 2017 and 2018. Radial artery cannulation was performed by three anesthesiologists with different experience. The outcome was the first and total radial artery cannulation success rates, the number of attempts and the cannulation time. Results: 285 patients were statistically analyzed. The success rate of first attempt was 91.6% in the M-LAINUT group (n=143) and 57.7% in the C-PT group (n=142; P<0.001) (odds ratio, 7.9; 95% confidence interval, 4.0-15.7). The total success rate ([&le;]5 min and [&le;]3 attempts) in the M-LAINUT group was 97.9%, compared to 84.5% in the palpation group (p <0.001) (odds ratio, 8.5; 95% confidence interval, 2.5-29.2). The total cannulation time was shorter and the number of attempts was fewer in the M-LAINUT group than that in the C-PT group (p <0. 05). Conclusion: Modified long-axis in-plane ultrasound-guided radial artery cannulation can increase the first and total radial artery cannulation success rates, reduce the number of attempts and shorten the total cannulation time in adults.","Wang, J.; Lai, Z.; Weng, X.; Lin, Y.; Wu, G.; Huang, Q.; Su, J.; Zeng, J.; Liu, J.; Zhao, Z.; Yan, T.; Zhang,, L.; Zhou, L.",20190720,"Anesthesia","10.1101/19001586",1,"Liangcheng Zhang,","Department of Anesthesiology, Fujian Medical University Union Hospital, No.29 Xin-Quan Road, Fuzhou, 350001, China","https://www.medrxiv.org/content/10.1101/19001586v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001586v1.full.pdf","cc_by_nc_nd","10.1097/MD.0000000000018747","The data used to support the findings of this study are included within the article.",5
179,"Carriage duration of carbapenemase-producing Enterobacteriaceae in a hospital cohort - implications for infection control measures","Carriage duration of carbapenemase-producing Enterobacteriaceae (CPE) is uncertain. We followed 21 CPE carriers over one year. Mean carriage duration was 86 (95%CrI= [60, 122]) days, with 98.5% (95%CrI= [95.0, 99.8]) probability of decolonization in one year. Antibiotic consumption was associated with prolonged carriage. CPE-carriers' status should be reviewed yearly.","Mo, Y.; Hernandez-Koutoucheva, A.; Musicha, P.; Bertrand, D.; Lye, D.; Ng, O. T.; Fenlon, S. N.; Chen, S. L.; Ling, M. L.; Tang, W. Y.; Barkham, T.; Nagarajan, N.; Cooper, B. S.; Marimuthu, K.",20190724,"Infectious Diseases","10.1101/19001479",1,"Yin Mo","National University Hospital, Mahidol-Oxford Tropical Medicine Research Unit, University of Oxford","https://www.medrxiv.org/content/10.1101/19001479v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001479v1.full.pdf","cc_no",NA,"Data is available on request to the corresponding author.",2
