"ID","title","abstract","authors","date","category","doi","version","author_corresponding","author_corresponding_institution","link_page","link_pdf","license","published","data_avail"
795,"Cost-effectiveness of implementing objective diagnostic verification of asthma in the United States","Background: Asthma diagnosis in the community is often made without objective testing. Objective: The aim of this study was to evaluate the cost-effectiveness of implementing a stepwise objective diagnostic verification algorithm among patients with community-diagnosed asthma in the United States (US). Methods: We developed a probabilistic time-in-state cohort model that compared a stepwise asthma verification algorithm based on spirometry and methacholine challenge test against the current standard of care over 20 years. Model input parameters were informed from the literature and with original data analyses when required. The target population was US adults (15 y/o or older) with physician-diagnosed asthma. The final outcomes were costs (in 2018 $) and quality-adjusted life years (QALYs), discounted at 3% annually. Deterministic and probabilistic analyses were undertaken to examine the effect of alternative assumptions and uncertainty in model parameters on the results. Results: In a simulated cohort of 10,000 adults with diagnosed asthma, the stepwise algorithm resulted in the removal of diagnosis in 3,366. This was projected to be associated with savings of $36.26 million in direct costs and a gain of 4,049.28 QALYs over 20 years. Extrapolating these results to the US population indicated an undiscounted potential savings of $56.48 billion over 20 years. Results were robust against alternative assumptions and plausible changes in values of input parameters. Conclusion: Implementation of a simple diagnostic testing algorithm to verify asthma diagnosis might result in substantial savings and improvement in patients quality of life.","Yaghoubi, M.; Adibi, A.; Zafari, Z.; Fitzgerald, J. M.; Aaron, S.; Johnson, K.; Sadatsafavi, M.",20191122,"Respiratory Medicine","10.1101/19012435",1,"Mohsen Sadatsafavi","The University of British Columbia","https://www.medrxiv.org/content/10.1101/19012435v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19012435v1.full.pdf","cc_by_nc_nd","10.1016/j.jaci.2019.11.038","This is a simulation study so there are no underlying data. One part of the study was based on data from the Medical Expenditure Panel Survey in the US. Eligible clients can apply for such data through the relevant portal."
787,"Expanded Choices with Greater HIV Prevention Benefits: A Mathematical Model of Long-Acting Injectable and Daily-Oral Pre-Exposure Prophylaxis","Objective: To assess the population impact of long-acting injectable pre-exposure prophylaxis (LAI-PrEP) when available concurrently with daily oral (DO) PrEP among men who have sex with men (MSM). Design: Dynamic network model of HIV transmission among MSM. Methods: We calibrated our model to the current uptake of DO-PrEP (15% among indicated) and HIV prevalence (25.3%) among MSM in the southeastern US. Parameters for LAI-PrEP pharmacokinetics and efficacy were estimated from Phase IIa safety trials in human and macaque models. Primary analyses explored varied conditions of PrEP uptake and proportion choosing LAI-PrEP given initiation. Secondary analyses evaluated uncertainty in pharmacokinetic efficacy and in persistence to LAI-PrEP relative to DO-PrEP. Results: If 50% of MSM currently accessing DO-PrEP choose LAI-PrEP when it becomes available, an additional 14.3% of infections could be averted over 10 years. If the availability of LAI-PrEP increased overall uptake of PrEP to 50%, the expected infections averted would increase to 23.9%. The benefit of LAI-PrEP was weakly sensitive to pharmacokinetics with 9.9% of infections averted even if LAI-PrEP efficacy were half of current empirical estimates. The superiority of LAI-PrEP was strongly attributable to better adherence and persistence with only 4.3% of infections averted if persistence were the same as DO-PrEP. Conclusions: LAI-PrEP availability is projected to decrease HIV incidence. However, increased benefits depend upon improvements to adherence and persistence above current DO-PrEP levels. As LAI-PrEP becomes available, uptake and persistence should be monitored to ensure optimal implementation.","Maloney, K. M.; Driggers, R. A.; Sarkar, S.; Anderson, E.; Malik, A.; Jenness, S. M.",20191122,"Hiv Aids","10.1101/19012443",1,"Kevin M. Maloney","Emory University","https://www.medrxiv.org/content/10.1101/19012443v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19012443v1.full.pdf","cc_by_nc_nd",NA,"This work was a simulation of disease transmission and does not represent analysis of primary data. The simulation parameters were derived from a variety of published data sources and referenced throughout the manuscript as necessary."
799,"Global and Historical Distribution of Clostridioides difficile in the Human Diet (1981-2019): Systematic Review and Meta-Analysis of 21886 Samples Reveal Sources of Heterogeneity, High-Risk Foods, and Unexpected Higher Prevalence Towards the Tropic","Clostridioides difficile (CD) is a spore-forming bacterium that causes life-threatening intestinal infections in humans. Although formerly regarded as exclusively nosocomial, there is increasing genomic evidence that person-to-person transmission accounts for only <25% of cases, supporting the culture-based hypothesis that foods may be routine sources of CD-spore ingestion in humans. To synthesize the evidence on the risk of CD exposure via foods, we conducted a systematic review and meta-analysis of studies reporting the culture prevalence of CD in foods between January 1981 and November 2019. Meta-analyses, risk-ratio estimates, and meta-regression were used to estimate weighed-prevalence across studies and food types to identify laboratory and geographical sources of heterogeneity. In total, 21,886 food samples were tested for CD between 1981 and 2019 (232 food-sample-sets; 79 studies; 25 countries). Culture methodology, sample size and type, region, and latitude were significant sources of heterogeneity (p<0.05). Although non-strictly-anaerobic methods were reported in some studies, and we confirmed experimentally that improper anaerobiosis of media/sample-handling affects CD recovery in agar (Fisher, p<0.01), most studies (>72%) employed the same (one-of-six) culture strategy. Because the prevalence was also meta-analytically similar across six culture strategies reported, all studies were integrated using three meta-analytical methods. At the study level (n=79), the four-decade global cumulative-prevalence of CD in the human diet was 4.1% (95%CI=-3.71, 11.91). At the food-set level (n=232), the weighted prevalence ranged between 4.5% (95%CI=3-6%; all studies) and 8% (95%CI=7-8%; only CD-positive-studies). Risk-ratio ranking and meta-regression showed that milk was the least likely source of CD, while seafood, leafy green vegetables, pork, and poultry carried higher risks (p<0.05). Across regions, the risk of CD in foods for foodborne exposure reproducibly decreased with Earth latitude (p<0.001). In conclusion, CD in the human diet is a global nonrandom-source of foodborne exposure that occurs independently of laboratory culture methods, across regions, and at variable level depending on food type and latitude. The latitudinal trend (high CD-food-prevalence towards tropic) is inverse to the epidemiological observations of CD-infections (frequent in temperate regions). Findings suggests the plausible hypothesis that ecologically-richer microbiomes in the tropic might protect against intestinal CD colonization/infections despite CD ingestion.","Rodriguez-Palacios, A.; Mo, K. Q.; Shah, B.; Msuya, J. J.; Bijedic, N.; Deshpende, A.; Ilic, S.",20191122,"Infectious Diseases","10.1101/19012450",1,"Alexander Rodriguez-Palacios","Case Western Reserve University","https://www.medrxiv.org/content/10.1101/19012450v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19012450v1.full.pdf","cc_by_nc_nd","10.3389/fmed.2020.00009","Data Availability and Open Access. All data, easily extractable from the manuscripts listed in the Supplementary References, will be made available by the corresponding authors upon reasonable request. This article is intended for publication as open access under the terms of a Creative Commons Attribution- International License."
865,"Can we predict early 7-day readmissions using a standard 30-day hospital readmission risk prediction model?","Despite focus on preventing 30-day readmissions, early readmissions (within 7 days of discharge) may be more preventable than later readmissions (8-30 days). We assessed how well a previously validated 30-day readmission prediction model predicts 7-day readmissions. We re-derived model coefficients for the same predictors as in the original 30-day model to optimize prediction of 7-day readmissions. We compared model performance and compared differences in strength of model factors between the 7-day model to the 30-day model. While there was no substantial change in model performance between the original 30-day and the re-derived 7-day model, there was significant change in strength of predictors. Characteristics at discharge were more predictive of 7-day readmissions, while baseline characteristics were less predictive. Improvements in predicting early 7-day readmissions will likely require new risk factors proximal to the day of discharge.","Saleh, S. N.; Makam, A. N.; Halm, E. A.; Nguyen, O. K.",20191202,"Health Systems And Quality Improvement","10.1101/19012468",2,"Sameh N. Saleh","UT Southwestern Medical Center","https://www.medrxiv.org/content/10.1101/19012468v2?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19012468v2.full.pdf","cc_by_nc_nd",NA,"The data that support the findings of this study are available from UT Southwestern but restrictions apply to the availability of these data, which were used under approval for the current study, and so are not publicly available. Data are however available from the authors upon reasonable request and with permission of UT Southwestern."
814,"Drivers of Frailty from Adulthood into Old Age: Results from a 27-year Longitudinal Population-Based Study in Sweden","Background. Frailty is a strong predictor of adverse aging outcomes. However, the longitudinal drivers of frailty are not well understood. This study aimed at investigating the longitudinal trajectories of a frailty index (FI) from adulthood to late life and identifying the predictors of the level and rate of change in FI. Methods. An age-based latent growth curve analysis was performed in the Swedish Adoption/Twin Study of Aging (N=1,842; aged 29-102 years) using data from up to 15 measurement waves across 27 years. A 42-item FI was used to measure frailty at each wave. Results. A bilinear, two-slope model with a turning point at age 65 best described the age-related change in FI, showing that the rate of increase in frailty was more than twice as fast after age 65. Underweight, obesity, female sex, overweight, being separated from one's co-twin during childhood, smoking, poor social support and low physical activity were associated with a higher level of FI at age 65, with underweight having the largest effect size. When tested as time-varying predictors, underweight and higher social support were associated with a steeper increase in FI before age 65, whereas overweight and obesity were associated with less steep increase in FI after age 65. Conclusions. Predictors for the level and rate of change in frailty are largely actionable and could provide targets for intervention. Underweight increased the risk of higher FI trajectory until age 65, whereas being overweight or obese were associated with slower progression of frailty towards the oldest ages.","Raymond, E. R.; Reynolds, C.; Dahl Aslan, A. K.; Finkel, D.; Eriksson, M.; Hagg, S.; Pedersen, N. L.; Jylhava, J.",20191125,"Epidemiology","10.1101/19012476",2,"Juulia Jylhava","Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Stockholm, Sweden","https://www.medrxiv.org/content/10.1101/19012476v2?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19012476v2.full.pdf","cc_no",NA,"SATSA questionnaire and in-person testing data up to the seventh testing wave are available at:  https://www.icpsr.umich.edu/icpsrweb/NACDA/studies/3843

"
828,"Rare Loss-of-Function Mutations of PTGIR identified in Fibromuscular Dysplasia and Spontaneous Coronary Artery Dissection","Background: Fibromuscular Dysplasia (FMD) and Spontaneous Coronary Artery Dissection (SCAD) are related, non-atherosclerotic arterial diseases mainly affecting middle-aged women. Little is known about their physiopathological mechanisms. Objectives: We aimed to identify rare genetic causes to elucidate molecular mechanisms implicated in FMD and SCAD. Methods: We analyzed 29 exomes that included familial and sporadic FMD. Follow-up was conducted by targeted or Sanger sequencing (1,071 FMD and 365 SCAD patients) or lookups in exome (264 FMD) or genome sequences (488 SCAD), all independent and unrelated. We used TRAPD burden test to test for enrichment in patients compared to gnomAD controls. The biological effects of variants on receptor signaling and protein expression were characterized using transient overexpression in human cells. Results: We identified one rare loss-of-function variant (LoF) (MAFgnomAD=0.000075) shared by two FMD sisters in the prostaglandin I2 receptor (hIP) gene (PTGIR), a key player in vascular remodeling. Follow-up in >1,300 FMD patients revealed four additional LoF allele carriers and a putative enrichment in FMD (P=0.0008), in addition to several rare missense variants. We confirmed the LoFs (Q163X and P17RfsX6) and one missense (L67P) to severely impair hIP function in vitro. Genetic analyses of PTGIR in SCAD revealed one patient who carries Q163X, one with L67P and one carrying a rare splicing mutation (c.768+1C>G), but not a significant enrichment (PTRAPD=0.12) in SCAD. Conclusions: Our study shows that rare genetic mutations in PTGIR are enriched among FMD patients and found in SCAD patients, suggesting a role for prostacyclin signaling in non-atherosclerotic stenosis and dissection.","Georges, A.; Albuisson, J.; Berrandou, T. E.; Dupre, D.; Lorthioir, A.; D Escamard, V.; Di Narzo, A.; Kadian-Dodov, D.; Olin, J. W.; Warchol-Celinska, E.; Prejbisz, A.; Januszewicz, A.; Bruneval, P.; Baranowska, A. A.; Webb, T. R.; Hamby, S. E.; Samani, N. J.; Adlam, D.; Fendrikova-Mahlay, N.; Hazen, S.; Wang, Y.; Yang, M.-L.; Hunker, K.; Combaret, N.; Motreff, P.; Chedid, A.; Fiquet, B.; Plouin, P.-F.; Mousseaux, E.; Azarine, A.; Amar, L.; Azizi, M.; Gornik, H.; Ganesh, S. K.; Kovacic, J. C.; Jeunemaitre, X.; Bouatia-Naji, N.",20191127,"Genetic And Genomic Medicine","10.1101/19012484",1,"Nabila Bouatia-Naji","Universite de Paris, Inserm UMR 970, Paris Centre de Recherche Cardiovasculaire, France","https://www.medrxiv.org/content/10.1101/19012484v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19012484v1.full.pdf","cc_by_nc_nd",NA,"Data reported are individual mutations describes in a small sample of patients and are described in detail and made available in the manuscript. All raw data of the in vitro experiments is available to be shared if requested."
798,"Labelling chest x-ray reports using an open-source NLP and ML tool for text data binary classification","The chest x-ray is a commonly requested diagnostic test on internal medicine wards which can diagnose many acute pathologies needing intervention. We developed a natural language processing (NLP) and machine learning (ML) model to identify the presence of opacities or endotracheal intubation on chest x-rays using only the radiology report. This a preliminary report of our work and findings. Using the General Medicine Inpatient Initiative (GEMINI) dataset, housing inpatient clinical and administrative data from 7 major hospitals, we retrieved 1000 plain film radiology reports which were classified according to 4 labels by an internal medicine resident. NLP/ML models were developed to identify the following on the radiograph reports: the report is that of a chest x-ray, there is definite absence of an opacity, there is definite presence of an opacity, the report is a follow-up report with minimal details in its text, and there is an endotracheal tube in place. Our NLP/ML model development methodology included a random search of either TF-IDF or bag-of-words for vectorization along with random search of various ML models. Our Python programming scripts were made publicly available on GitHub to allow other parties to train models using their own text data. 100 randomly generated ML pipelines were compared using 10-fold cross validation on 75% of the data, while 25% of the data was left out for generalizability testing. With respect to the question of whether a chest x-ray definitely lacks an opacity, the model's performance metrics were accuracy of 0.84, precision of 0.94, recall of 0.81, and receiver operating characteristic area under curve of 0.86. Model performance was worse when trained against a highly imbalanced dataset despite the use of an advanced oversampling technique.","Towfighi, S.; Agarwal, A.; Mak, D. Y.; Verma, A.",20191122,"Health Informatics","10.1101/19012518",1,"Amol Verma","University of Toronto, Faculty of Medicine","https://www.medrxiv.org/content/10.1101/19012518v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19012518v1.full.pdf","cc_no",NA,"The data is not publicly available."
790,"Incidence and Prevalence of Hidradenitis Suppurativa: A Systematic Review and Meta-analysis","Background: Hidradenitis is a chronic relapsing follicular occlusive disease with a widely variable reported prevalence. The exact prevalence and incidence of HS is unknown. Objectives: To perform a systematic review and meta-analysis of the published literature to estimate the global incidence and prevalence of HS. Methods: Literature searches were performed on Medline, Embase, and Pubmed to identify studies reporting incidence and/or prevalence of HS. Pooled estimates of prevalence and incidence were calculated with a meta-analysis of proportions. Results: In total, 12 studies were included (Australia, Brazil, Denmark, France, Germany, Ireland, Israel, UK, USA) comprising a total population of 53,805,690. Eleven studies reported prevalence. The pooled proportion of individuals in the general population with HS was 0.36% (95% CI: 0.21, 0.56). Self-reported HS gave a higher prevalence estimate than clinician-diagnosed HS. HS is more prevalent in women. Average annual incidence of HS was 28.5 cases/100,000 (95% CI: 26.8, 30.1). Conclusions: We estimated the global prevalence of HS to be 0.36% with 3:2 female predominance and average annual incidence to be 28.5 cases/100,000","Gill, N.; Gniadecki, R.",20191122,"Dermatology","10.1101/19012559",1,"Navjeet Gill","Faculty of Medicine and Dentistry, University of Alberta, Edmonton, AB","https://www.medrxiv.org/content/10.1101/19012559v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19012559v1.full.pdf","cc_by_nc_nd",NA,"Included in Table 1"
819,"Structural neuroimaging biomarkers for obsessive-compulsive disorder in the ENIGMA-OCD consortium: medication matters","No diagnostic biomarkers are available for obsessive-compulsive disorder (OCD). Magnetic resonance imaging (MRI) studies have provided evidence for structural abnormalities in distinct brain regions, but effect sizes are small and have limited clinical relevance. To investigate whether individual patients can be distinguished from healthy controls, we performed multivariate analysis of structural neuroimaging data from the ENIGMA-OCD consortium. We included 46 data sets with neuroimaging and clinical data from adult ([&ge;]18 years) and pediatric (<18 years) samples. T1 images from 2,304 OCD patients and 2,068 healthy controls were analyzed using standardized processing to extract regional measures of cortical thickness, surface area and subcortical volume. Machine learning classification performance was tested using cross-validation, and possible effects of clinical variables were investigated by stratification. Classification performance for OCD versus controls using the complete sample with different classifiers and cross-validation strategies was poor (AUC-0.57 (standard deviation (SD)=0.02;Pcorr=0.19) to 0.62 (SD=0.03;Pcorr<.001)). When models were validated on completely new data from other sites, model performance did not exceed chance-level (AUC-0.51 (SD=0.11;Pcorr>.99) to 0.54 (SD=0.08;Pcorr>.99)). In contrast, good classification performance (>0.8 AUC) was achieved within subgroups of patients split according to their medication status. To conclude: parcellated structural MRI data do not enable good distinction between patients with OCD and controls. However, classifying subgroups of patients based on medication status enables good identification at the individual subject level. This underlines the need for longitudinal studies on the short- and long-term effects of medication on brain structure.","Bruin, W. B.; Taylor, L.; Thomas, R. M.; Shock, J. P.; Zhutovsky, P.; Enigma-Ocd Consortium,  ; Thompson, P. M.; Van Den Heuvel, O. A.; Stein, D. J.; Van Wingen, G. A.",20191126,"Psychiatry And Clinical Psychology","10.1101/19012567",1,"Willem B. Bruin","Amsterdam UMC, University of Amsterdam, Department of Psychiatry, Amsterdam Neuroscience, Amsterdam, Netherlands","https://www.medrxiv.org/content/10.1101/19012567v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19012567v1.full.pdf","cc_by_nc_nd",NA,"Data are not publicly available."
797,"Olanzapine for the Prevention and Treatment of Nausea and Vomiting Induced by Chemotherapy for Lung Cancer: protocol for a multicenter, double-blind and randomized controlled trial","Background: Chemotherapy-induced nausea and vomiting (CINV) is frequently observed after the administration of chemotherapy and significantly influences the quality of life (QoL) of patients. Olanzapine has a high control rate of CINV in patients with cancer when combined with the NK-1 receptor antagonist dexamethasone and 5- hydroxytryptamine (5-HT3) receptor antagonists. The efficacy of a regimen without an NK-1 receptor antagonist remains unknown. Therefore, we designed this randomized trial to provide evidence for the management of CINV. Methods and ananlysis: This is a double-blind, multicenter and randomized controlled trial. Patients with histologically confirmed lung cancer will be assessed by physicians based on the inclusion and exclusion criteria, and 156 participants will be enrolled and randomized to a placebo group or experiment group to receive treatment for CINV. The primary endpoint is the incidence of delayed CINV. The secondary endpoints are complete response (CR) of acute CINV, CR of delayed CINV, effective control rate (ECR) of CINV and QoL. During the six days after administration, these endpoints will be evaluated and recorded by physicians.","Zhou, J.; Pei-Jie, L.; Su-Han, J.; Lang, H.; Da-Hai, L.; Ming-Ze, C.; Yu, Z.; Hu, M.",20191122,"Oncology","10.1101/19012583",1,"Jianguo Zhou Sr.","Affiliated Hospital of Zunyi Medical University","https://www.medrxiv.org/content/10.1101/19012583v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19012583v1.full.pdf","cc_no",NA,"All of these study data are available upon reasonable request and can be obtained by contacting with the corresponding author."
827,"Shifting of economic responsibilities on vulnerable shoulders for survival of families: a scenario from mining industry in India","Context: Mining industry has boomed precipitously to provide for demand of metal and minerals for emerging infrastructure. It is major occupation in India involving large work force, although it is hazardous. Aims: To assess the socio-demographic profile of sandstone mine workers in Jodhpur and to identify their major social issues. Material and Methods: Study design: Cross-sectional study; Setting: Residential area of mine workers, Jodhpur, Rajasthan; Participants: Mine workers residing in residential areas in Jodhpur district for more than 6 months, and who gave consent for participation in study. Data on socioeconomic status and occupation of each family members was collected; Analysis: Data was analysed using SPSS v.23. P value <0.05 was considered as statistically significant. Results: One thousand six hundred four mine workers were enrolled in study. More than three fourth (78.7%) of them were male. Their age ranged between 14 to 82 years with mean age of 37.62 years. Mean age of female workers was significantly higher than of male workers. Average years of working for males was significantly higher than females. Mean age of entry into mines for male workers (20.33) was significantly lower than females (24.59). About 2.68% children below 14 years of age were involved in any sort of income generation activity. Conclusions: Majority of mine workers were of young age group. Major socioeconomic issues found were illiteracy, child marriage, child labour, loneliness and shifting economic responsibilities on females. Strengths and limitations: Robust dataset, complete enumeration, large sample size.","Raghav, P.; Jaiswal, A.; Gupta, M.; Rajavel, S.; Dhupar, D.",20191127,"Occupational And Environmental Health","10.1101/19012591",1,"Pankaja Raghav","All India Institute of Medical Sciences","https://www.medrxiv.org/content/10.1101/19012591v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19012591v1.full.pdf","cc_by_nc",NA,"Data are available upon reasonable request"
791,"Antimicrobial resistance trends from a hospital and diagnostic facility in Lahore, Pakistan: A five-year retrospective analysis (2014-2018)","Objective: Observing antimicrobial resistance (AMR) trends is critical to identify emerging pathogens and potential disease outbreaks. Determining these trends also allows for policy evaluations and development of interventions. We performed a retrospective analysis of microbiological testing results from a hospital and diagnostic facility in Lahore, Pakistan that represents country-wide sampling. Within this analysis, data was disaggregated by nationality, as it has been suggested that migration increases the burden of AMR. We sought to determine any trends in AMR among populations, which are often at-risk, while contributing to AMR surveillance in Pakistan, which currently does not have a national surveillance network. Methods: Retrospective analysis of antimicrobial susceptibility records from 2014 to 2018 from Shaukat Khanum Memorial Cancer Hospital & Research Centre (SKMCH&RC) in Lahore, Pakistan was performed. All positive microbiological cultures from patients was analyzed to assess antibiotic resistance rates of the most common bacterial isolates and incidence of ESKAPE pathogens and emerging outbreaks among adults and children. Results: For all years, data for a total of 12,702 and 78,130 bacterial and fungal isolates from children and adults, respectively, with Pakistani nationality were analyzed. For all years, data for 597 and 2470 bacterial and fungal isolates for children and adults, respectively, with Afghan nationality were analyzed. AMR rates largely did not vary between populations, but rather followed similar trends. AMR rates also largely agreed with the World Health Organization Global Antimicrobial Surveillance System results for Pakistan. Conclusion: Pakistan requires increased AMR surveillance to identify emerging resistance infections and outbreaks.","Ching, C.; Nizamuddin, S.; Rasheed, F.; Seager, R. J.; Litvak, F.; Sultan, F.; Zaman, M. H.",20191122,"Epidemiology","10.1101/19012617",1,"Muhammad H Zaman","Boston University","https://www.medrxiv.org/content/10.1101/19012617v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19012617v1.full.pdf","cc_no",NA,"Data is available upon request"
844,"Examining the burden of opioid prescribing for non-cancer pain considering socio-economic differences, in Wales. A retrospective database study examining trends between 2005 and 2015","Objectives: To use a proxy-measure of oral morphine equivalent dose (OMED) to determine trends in opioid burden in people with non-cancer pain and explore differences related to deprivation status. Design, setting and participants: Retrospective cohort study using cross-sectional and longitudinal trend analyses of opioid prescribing data from 78% of Welsh Primary Care General Practices, whose data is shared with the Secure Anonymised Information Linkage (SAIL) databank. Anonymised data for the period 2005 to 2015, for people aged 18 or over, without a recorded cancer diagnosis and who received at least one prescription for an opioid medicine was included. Primary and Secondary outcomes: A proxy-measure of oral morphine equivalence dose (OMED) was used to describe trends in opioid burden over the study period. OMED burden was stratified by 8 drug groups and deprivation, based on the quintile measures of the Welsh Index of Multiple Deprivation 2011 (WIMD2011). Result: In the 11 years examined, 22 641 424 prescriptions for opioids were issued from 345 primary care general practices in Wales. Daily OMED per 1000 population increased by 94.7% (from 16 266 mg to 31 665 mg). Twenty-eight percent of opioid prescribing occurred in the most deprived quintile. More than 100 000 000mg more OMED was prescribed in the most deprived areas of Wales, compared to the least deprived. Codeine prescribing accounted for 35% of the OMED burden in Wales over the study period. Conclusions: Whilst opioid prescription numbers increased 44% between 2005 and 2015, the OMED burden nearly doubled, with a disproportionate OMED load in the most deprived communities in Wales. Using OMED provides an insightful representation of opioid burden, more so than prescription numbers alone. Socio-economic differences are likely to affect pain presentation, access to support services and increase the likelihood of receiving an opioid prescription.","Davies, E.; Sewell, B.; Jones, M.; Phillips, C.; Rance, J.",20191129,"Pain Medicine","10.1101/19012625",1,"Emma Davies","Swansea University","https://www.medrxiv.org/content/10.1101/19012625v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19012625v1.full.pdf","cc_no",NA,"Dataset available from the Dryad repository, DOI: https://doi.org/10.5061/dryad.1rn8pk0pf"
794,"Temperature-related disasters in Europe - a cross-sectional analysis of the emergency events database from a pediatric perspective","This study investigates patterns of extreme temperature-related events in Europe and its significance for the public health, with a focus on the vulnerable pediatric population. A generalized additive model of average surface temperature development for the European countries is described and discussed with an in-depth analysis of the influence of temperature on evolutional and behavioral aspects. Methods: Extreme temperature related events are recorded in the publicly available epidemiological database of Emergency Events (EM-DAT). A comparative and descriptive statistical analysis of this data was conducted with a focus on (prospective) records from 1988 onwards. Average surface temperature data was provided by the World Bank's Climate Change Knowledge Portal. The criteria for strengthening the reporting of observational studies in epidemiology (STROBE) were respected. Results: Within EM-DAT, extreme temperature-related disasters in Europe were categorized as either heat waves, drought, forest or land fires, or cold waves and severe winter conditions, accordingly. The most frequent type of event recorded were cold waves (36.2%). However, cold waves and severe winter conditions only accounted for about 6,460 casualties (4.4%), while heat waves were responsible for a total of 137,533 casualties (95.1%). During the prospective observational period of the EM-DAT database, heat waves in 2003, 2006, 2010, and 2015, claimed a total of 119,760 casualties. These most severe heatwaves were geographically distributed over Russia (2010), as well as France, Italy, Spain, and Germany, each in 2003. Accordingly, analysis of temperature data revealed an increasing average surface temperature for all assessed European countries, correlating with in an increasing frequency of extreme temperature-related events. Conclusion: This study shows that according to EM-DAT data extreme temperatures are an increasingly important public health threat to the European population as the average European surface temperatures are rising. Although cold waves are more frequently reported in EM-DAT, heat waves are the major cause for temperature-related casualties. Therefore, we conclude that evolutional and cultural resilience against cold and drought is significantly higher than it is against heat. Our results project that the frequency, duration and intensity of heat waves will further increase due to current climatic changes and become a more prevalent problem for future generations. Hence, we propose an emergency plan to inform the public and authorities about measurements to be taken in such extreme heat conditions to overcome the prevailing lack of information available to the public.","Brennenstuhl, H.; Will, M.; Ries, E.; Mechler, K.; Garbade, S.; Ries, M.",20191122,"Public And Global Health","10.1101/19012633",1,"Markus Ries","Center for Pediatric and Adolescent Medicine, University Hospital Heidelberg, Heidelberg, Germany","https://www.medrxiv.org/content/10.1101/19012633v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19012633v1.full.pdf","cc_by_nc_nd",NA,"All data generated or analyzed during this study are included in this article (and its Supplementary Information files)."
916,"Impact and cost-effectiveness of nonavalent human papillomavirus vaccination in Switzerland: insights from a dynamic transmission model","AIM: In Switzerland, human papillomavirus (HPV) vaccination has been implemented using a quadrivalent vaccine that covers HPV types 16 and 18, responsible for about 70% of cervical cancer. The average national uptake was 56% in girls by the age of 16 years in 2014-2016. A nonavalent vaccine, covering five additional oncogenic HPV types was recommended at the end of 2018. The primary aim of this study was to assess the impact and cost-effectiveness of introducing the nonavalent HPV vaccine in Switzerland compared with the quadrivalent vaccine. METHODS: We developed a dynamic transmission model that describes the spread of 10 high risk HPV types. We informed the model with Swiss data about sexual behaviour and cervical cancer screening, and calibrated the model to cervical cancer incidence in Switzerland. We modelled the impact of quadrivalent and nonavalent vaccines at the achieved (56%) and national recommended uptake (80%) in girls. We calculated the incremental cost-effectiveness ratio (ICER) between the nonavalent vaccine, the quadrivalent vaccine and no vaccination. We evaluated costs linked to cervical cancer screening, treatment of different disease stages and vaccination in a sensitivity analysis. RESULTS: Compared with quadrivalent HPV vaccination in Switzerland at 56% uptake, vaccinating with the nonavalent vaccine would avert 1,175 cervical cancer deaths, 3,641 cases of cervical cancer and 106,898 CIN treatments over 100 years at 56% uptake. Compared with the quadrivalent vaccine, which would prevent an estimated 67% and 72% of cervical cancer cases at 56% and 80% coverage, the nonavalent vaccine would prevent 83% and 89% of all cervical cancers at the same coverage rates. The sensitivity analysis shows that introducing the nonavalent vaccination should improve health outcomes and offers a cost-saving alternative to the quadrivalent vaccine under the current price difference. CONCLUSIONS: All scenarios with quadrivalent and nonavalent vaccination are likely to be cost-effective compared with no vaccination. Switching to the nonavalent vaccine at current and improved vaccination uptake is likely to be cost-saving under the investigated price difference.","Riesen, M.; Bogaards, J. A.; Low, N.; Althaus, C. L.",20191211,"Health Economics","10.1101/19012674",1,"Christian L Althaus","University of Bern","https://www.medrxiv.org/content/10.1101/19012674v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19012674v1.full.pdf","cc_by",NA,"All code files can be downloaded from GitHub: https://github.com/mauraner/HPV_vacc_costeffect_Switzerland."
